2287;BIO CRECHE;17 RUE DU MOULIN JOLY;75011;Satisfaisant;48.869273,2.37859;4414;99
2288;BIO CRECHE CONVENTION;159 RUE BLOMET;75015;Très satisfaisant;48.837753,2.294568;4418;99
2289;BIO LOGIS;3 RUE DE PHALSBOURG;75017;Satisfaisant;48.881401,2.308906;4420;98
2290;BIO MAMMA;142 boulevard saint germain;75006;Très satisfaisant;48.852925,2.337529;4429;98
2291;BIO NUSTRALE;LE COUVENT;20215;Très satisfaisant;42.4906,9.446366;6530;100
2292;BIO PARADIGME;13 RUE D ALGERIE;69001;Satisfaisant;45.767336,4.831101;3515;45
2293;BIO PARADIGME;13 RUE D ALGERIE;69001;Satisfaisant;45.767336,4.831101;3515;45
2294;BIO PARADIGME;13 RUE D ALGERIE;69001;Satisfaisant;45.767336,4.831101;3515;45
2295;BIO SPHERE CAFE;47 RUE LABORDE;75008;Satisfaisant;48.875485,2.3178;4431;98
2296;BIOBURGER;10 RUE DE LA VICTOIRE;75009;Satisfaisant;48.87509,2.340135;4433;98
2297;BIOBURGER GOBELINS;54 AVENUE DES GOBELINS;75013;Très satisfaisant;48.833797,2.353622;4416;98
2298;BIOCOOP;BIOCOOP;48000;Satisfaisant;44.526181,3.484851;3770;46
2299;BIOCOOP;BIOCOOP;7200;Satisfaisant;44.6116,4.414789;5259;98
2300;BIOCOOP - COMPTOIR BIO DU BEAUJOLAIS;1605 ROUTE DE FRANS;69400;Très satisfaisant;45.984029,4.741813;6666;1
2301;BIOCOOP - CROQ'BIO NORD;91, rue Philippe LEBON;85000;Très satisfaisant;46.693334,-1.43277;2820;5
2302;BIOCOOP (COURT CIRCUIT SAS);60 RUE MAURICE THOREZ;92000;Satisfaisant;48.893763,2.19591;4168;1
2303;BIOCOOP BASTILLE;10 RUE BOULLE;75011;Très satisfaisant;48.856821,2.372267;4414;46
2304;BIOCOOP BASTILLE;10 RUE BOULLE;75011;Très satisfaisant;48.856821,2.372267;4414;76
2305;BIOCOOP CABA ANGERS;50 BOULEVARD DU DOYENNE;49100;Très satisfaisant;47.489521,-0.534367;140;82
2306;BIOCOOP CHOLET OUEST;204 AV DES TROIS PROVINCES;49300;Satisfaisant;47.060076,-0.930619;1408;46
2307;BIOCOOP CONVENTION;202 RUE DE LA CONVENTION;75015;Très satisfaisant;48.837002,2.296814;4418;45
2308;BIOCOOP DU MANTOIS;6 AVENUE DE LA MAULDRE;78680;Satisfaisant;48.962147,1.812647;1917;46
2309;BIOCOOP LES POUSSES DE MENILMONTANT;20 RUE DE MENILMONTANT;75020;Très satisfaisant;48.867457,2.385024;4424;45
2310;BIOCOOP LES POUSSES DE MENILMONTANT;20 RUE DE MENILMONTANT;75020;Très satisfaisant;48.867457,2.385024;4424;73
2311;BIOCOOP LYON BELLECOUR;11 PL BELLECOUR;69002;Satisfaisant;45.758188,4.833463;3516;7
2312;BIOCOOP MERMOZ;45 AVENUE JEAN MERMOZ;69008;Très satisfaisant;45.734976,4.87428;3526;78
2313;BIOCOOP RIVE DROITE;RUE FRANCIS GARNIER;33300;A améliorer;44.873269,-0.5637;728;86
2314;BIOCOOP SYMBIOSE;ZONE COMMERCIALE DU MARAIS;49290;Très satisfaisant;47.349683,-0.760225;1182;95
2315;BIOCOOP VALMY;40 RUE MARIETTON;69009;Satisfaisant;45.775588,4.803669;3527;46
2316;BIOCOOP VALMY;40 RUE MARIETTON;69009;Très satisfaisant;45.775588,4.803669;3527;73
2317;BIOCOOP VARENNES;Centre commercial LE BREAU;77130;Satisfaisant;48.376499,2.930012;6465;72
2318;BIOLATO JEAN-PAUL;LA COUCHE;47310;Très satisfaisant;44.118398,0.502594;2964;71
2319;BIOPIZZ;10 AV SAINT EXUPERY;83120;Très satisfaisant;43.333281,6.657154;5325;98
2320;BIOUD STEPHANE;21 RUE NEUVE;58390;Très satisfaisant;46.71553,3.354544;1802;22
2321;BIRBES VINCENT;4735 route des coteaux;81500;Très satisfaisant;43.690312,1.948139;2059;71
2322;BISBAU BRUNO;22 RUE DU BOURDALAT;64370;Satisfaisant;43.464763,-0.622598;236;22
2323;BISCORNU;26-30 rue de bellevue;92700;Satisfaisant;48.920287,2.239559;1480;99
2324;BISCUITERIE DE L'ABBAYE SA;Le Val;61700;Satisfaisant;48.642277,-0.718145;3441;12
2325;BISCUITERIE L'HERITAGE;6 RUE DE LA CLOSE;66140;Très satisfaisant;42.706378,3.016136;998;48
2326;BISOU;15 BOULEVARD DU TEMPLE;75003;Très satisfaisant;48.864081,2.365874;4426;98
2327;BISTRO 13;34 RUE DE LA GLACIERE;75013;Satisfaisant;48.834301,2.344768;4416;98
2328;BISTRO 32;32 BOULEVARD JOURDAN;75014;Satisfaisant;48.821614,2.333734;4417;98
2329;BISTRO BAGHDAD;17 RUE DU COLISEE;75008;Satisfaisant;48.870742,2.30815;4431;98
2330;BISTRO BURGER;26 RUE MONTORGUEIL;75001;Satisfaisant;48.863647,2.346505;4423;98
2331;BISTRO COMPTOIR ET CIE;157 RUE DE BERCY;75012;Satisfaisant;48.842117,2.375951;4415;98
2332;BISTRO DAM;29 RUE SAINT LAZARE;75009;Satisfaisant;48.87669,2.336391;4433;98
2333;BISTRO DE BEAULIEU;10 RUE SAINT ANDRE;42153;Satisfaisant;46.036316,4.044306;4934;98
2334;BISTRO DE LAFARE;1 PL DU CHATEAU;84190;Très satisfaisant;44.127618,5.040144;2888;98
2335;BISTRO DU PARC;8 RUE DE LOGELBACH;75017;Très satisfaisant;48.881581,2.308302;4420;98
2336;BISTRO DU XVIIEME;108 AVENUE DE VILLIERS;75017;A améliorer;48.884886,2.298876;4420;98
2337;BISTRO INDOCHINE;49 RUE DE DANTZIG;75015;Satisfaisant;48.830777,2.296465;4418;98
2338;BISTRO LES 4 SAISONS;268 RUE DU FAUBOURG SAINT HONORE;75008;Très satisfaisant;48.877668,2.299182;4431;98
2339;BISTRO MELROSE - POSTER'S PUB - THE LITTLE ITALY;5 PLACE DE CLICHY;75017;Satisfaisant;48.883614,2.326597;4420;98
2340;BISTRO N17;Carrefour des quatre routes;60520;Satisfaisant;49.100031,2.529415;2692;98
2341;BISTRO REGENT;90 CHEMIN DE LA PIOLINE;13290;Très satisfaisant;43.510007,5.409203;58;98
2342;BISTRO REGENT;RUE ALBERT CALMETTE;81100;Très satisfaisant;43.588716,2.185547;1078;98
2343;BISTRO REGENT;8 RUE ARIANE;31240;Satisfaisant;43.639604,1.501356;3499;98
2344;BISTRO REGENT;14 PLACE DE LA BASTILLE;75011;Très satisfaisant;48.853736,2.369942;4414;98
2345;BISTRO REGENT;19 RUE DE CHATEAUDUN;75009;Très satisfaisant;48.875853,2.338959;4433;98
2346;BISTRO ROMAIN;122 AVENUE DES CHAMPS ELYSEES;75008;Satisfaisant;48.87251,2.30017;4431;98
2347;BISTROQUET;37 QUAI SEBASTIEN VAUBAN;66000;Satisfaisant;42.699586,2.892386;4487;98
2348;BISTROT & CO;53 RUE DE BOURGOGNE;69009;Très satisfaisant;45.779575,4.801476;3527;98
2349;BISTROT 111;111 RUE SAINT CHARLES;75015;Très satisfaisant;48.84513,2.284335;4418;98
2350;BISTROT 27;27 RUE DE BRUXELLES;75009;Satisfaisant;48.882721,2.328136;4433;98
2351;BISTROT 31;31 AVENUE THEOPHILE GAUTIER;75016;Satisfaisant;48.849955,2.272564;4419;98
2352;BISTROT 32;70 RUE BARRAULT;75013;Satisfaisant;48.82521,2.346507;4416;98
2353;BISTROT 38;38, BOULEVARD LEFEBVRE;75015;Très satisfaisant;48.830583,2.292742;4418;98
2354;BISTROT ALEXANDRE III;BATEAU 4 PORT DES INVALIDES;75007;Satisfaisant;48.863126,2.313864;4430;98
2355;BISTROT BALARD;4, PLACE BALARD;75015;Très satisfaisant;48.836817,2.279094;4418;98
2356;BISTROT BRUNE;70 RUE DU FAUBOURG SAINT MARTIN;75010;Satisfaisant;48.871575,2.357269;4413;98
2357;BISTROT CAUCHOIS;7 PLACE DE LA LIBERATION;76740;Satisfaisant;49.881847,0.829452;6114;98
2358;BISTROT CHEZ SOI;140 AV DE SAINT OUEN;75018;Satisfaisant;48.89643,2.328765;4421;98
2359;BISTROT COMPA;20 PL CARNOT;69002;Satisfaisant;45.750653,4.826482;3516;98
2360;BISTROT D'ANDRE;77 RUE LEBLANC;75015;Très satisfaisant;48.837271,2.27704;4418;98
2361;BISTROT DE LA GARE;1 RUE DE LYON;75012;Satisfaisant;48.845937,2.372109;4415;98
2362;BISTROT DE LA PAIX;27 rue AUDRY DE PUYRAVAULT;17300;Satisfaisant;45.93708,-0.96072;4955;98
2363;BISTROT DE LA PLACE;PLACE DE LA MAIRIE;38930;Satisfaisant;44.827226,5.622832;1444;99
2364;BISTROT DE LA SAULAIE;104 RUE DES FOUGERONS;49700;Très satisfaisant;47.183573,-0.24532;1810;98
2365;BISTROT DE LA TOUR;4 RUE DE L ARRIVEE;75015;Satisfaisant;48.843917,2.322457;4418;98
2366;BISTROT DE L'ABBAYE;1 RUE DE LA GARENNE;18340;Satisfaisant;46.998607,2.454477;4572;98
2367;BISTROT DE L'ABREUVOIR;17 RUE DE PARIS;94220;Satisfaisant;48.818591,2.418376;1244;98
2368;BISTROT DE L'HOTEL DE VILLE;22 RUE CLAUDE HUEZ;10000;Très satisfaisant;48.297923,4.073311;6355;98
2369;BISTROT DE L'OEUVRE;56 BIS RUE DE CLICHY;75009;Satisfaisant;48.880846,2.32877;4433;98
2370;BISTROT DEI FRATELLI;109 BOULEVARD DE GRENELLE;75015;Satisfaisant;48.849395,2.297594;4418;98
2371;BISTROT DES AMANDIERS;119 RUE DES AMANDIERS;75020;Satisfaisant;48.868141,2.388222;4424;98
2372;BISTROT DES HALLES;1 PRO FELIX LIONNET;85120;Très satisfaisant;46.649311,-0.741855;2708;98
2373;BISTROT DES SPORTS;1 PLACE LOUIS TORCATIS;66240;Satisfaisant;42.70843,2.846171;5343;98
2374;BISTROT DES TERNES;5 RUE LABIE;75017;Satisfaisant;48.879446,2.288861;4420;98
2375;BISTROT DES VOSGES;31, BOULEVARD BEAUMARCHAIS;75004;Très satisfaisant;48.855715,2.368257;4427;98
2376;BISTROT D'ITALIE;4 RUE DU GENERAL LANREZAC;75017;Très satisfaisant;48.875895,2.293767;4420;98
2377;BISTROT DU 5;5 RUE FABRE D EGLANTINE;75012;Très satisfaisant;48.846151,2.395307;4415;98
2378;BISTROT DU COIN (ET LEVALLOIS);70 RUE DU PDT WILSON;92300;Satisfaisant;48.893589,2.289086;3322;98
2379;BISTROT DU LANGIS;6 PLACE DE L EGLISE;18220;Très satisfaisant;47.187371,2.516759;6125;98
2380;BISTROT DU MARCHE;75 BIS RUE MONGE;75005;Satisfaisant;48.84338,2.352392;4428;98
2381;BISTROT DU PASSAGE;14 PASSAGE GEFFROY DIDELOT;75017;Très satisfaisant;48.882458,2.317203;4420;98
2382;Bistrot exotique (LE FIRST CAFE);102 RUE MARTRE;92110;Très satisfaisant;48.904546,2.304989;1456;98
2383;BISTROT FLAUBERT;10 RUE GUSTAVE FLAUBERT;75017;Satisfaisant;48.881432,2.298681;4420;98
2384;BISTROT FRANCOIS FELIX;9, rue Boissy-d'Anglas;75008;Satisfaisant;48.867941,2.321144;4431;98
2385;BISTROT GONZAGUE;24 RUE SAINT LOUIS;13350;Satisfaisant;43.719797,5.245433;1245;98
2386;BISTROT HAUSSMANN;154 BD HAUSSMANN;75008;Satisfaisant;48.875284,2.311344;4431;98
2387;BISTROT LAFAYETTE;215 RUE LA FAYETTE;75010;Satisfaisant;48.881453,2.364812;4413;98
2388;BISTROT L'ESCALE;80 COURS DE VINCENNES;75012;Satisfaisant;48.847104,2.406026;4415;98
2389;BISTROT LUCIEN;8 RUE LUCIEN SAMPAIX;75010;Satisfaisant;48.871076,2.360088;4413;98
2390;BISTROT MELAC;42 RUE LEON FROT;75011;Satisfaisant;48.855645,2.386699;4414;98
2391;BISTROT MEN GLAZ;8 PL ANNE DE BRETAGNE;56300;Satisfaisant;48.067877,-2.966119;4697;98
2392;BISTROT MENESTRO;1 ROUTE DES AIX;18510;Très satisfaisant;47.231505,2.490499;3773;98
2393;BISTROT PINO;10 ESP CHARLES DE GAULLE;70200;Très satisfaisant;47.686153,6.498205;3501;98
2394;Bistrot Régent;RUE HENRI CHRETIEN;66600;Très satisfaisant;42.77452,2.910703;4943;98
2395;BISTROT ROSSINI;10 RUE ROSSINI;75009;Satisfaisant;48.873173,2.339205;4433;98
2396;BISTROT SAINT CHARLES;131 RUE SAINT CHARLES;75015;Satisfaisant;48.84385,2.283278;4418;98
2397;BISTROT ST-LOU;16 AV PASTEUR;33450;Satisfaisant;44.919524,-0.438937;5574;98
2398;BISTROT TARTINES ET COMPAGNIE;3 PLACE GEORGES MANDEL;33780;Très satisfaisant;45.514561,-1.123697;6122;98
2399;BISTROT VOLTAIRE;43 RUE VOLTAIRE;47000;Très satisfaisant;44.203741,0.614959;22;98
2400;BISTROT WATTIGNIES;1 RUE DE WATTIGNIES;75012;Satisfaisant;48.837023,2.391947;4415;98
2401;BISTROTTERS;9 RUE DECRES;75014;Satisfaisant;48.832851,2.314852;4417;98
2402;BISTRO-Y PARIS;50 RUE DE LA FONTAINE AU ROI;75011;Satisfaisant;48.868007,2.373208;4414;98
2403;BITTER EDWIN;Quartier Les Bletonnets;83690;Très satisfaisant;43.564448,6.283759;6657;71
2404;BIZIM MARKET;11 RUE DES CASTORS;38150;A améliorer;45.357718,4.807361;5856;11
2405;BJR SAS;ROUTE DE QUEYRAS;5600;Très satisfaisant;44.660893,6.652606;2429;72
2406;BK FOOD;11 RUE DU MAL JOFFRE;68500;Satisfaisant;47.908384,7.21168;2408;98
2407;BK LAMBRES;ROUTE NATIONALE LE RAQUET;59552;Très satisfaisant;50.346464,3.090487;2915;98
2408;BK LAVAL;Avenue de Lattre de Tassigny;53000;Très satisfaisant;48.078354,-0.800669;3000;98
2409;BK LIM;2050 ROUTE NATIONALE 6;69760;Très satisfaisant;45.844763,4.776373;3374;98
2410;BK2A;13 RUE DES FOURNEAUX;89000;Très satisfaisant;47.814105,3.571563;336;98
2411;BKB;RTE DE LA CHARITE;18000;Très satisfaisant;47.094543,2.414792;791;98
2412;BLACK & WHITE;101 AV DU GENERAL DE GAULLE;94000;Très satisfaisant;48.782023,2.457115;1650;98
2413;BLACK AND WHITE;6 RUE DOCTEUR ZAMENHOF;44200;Très satisfaisant;47.204483,-1.535058;4169;98
2414;BLACK ANGUS;195, Route des Trois Lucs;13011;Très satisfaisant;43.301589,5.477038;3676;98
2415;BLACK PINKY;30 B RUE DE LA GAITE;75014;Satisfaisant;48.839087,2.322982;4417;98
2416;BLACK SHARK;70 AV DU GENERAL MICHEL BIZOT;75012;Très satisfaisant;48.835796,2.402544;4415;66
2417;BLAINVIDIS;1 ROND POINT ROYAL NORFOLK;14550;Satisfaisant;49.232125,-0.293419;652;66
2418;BLAIS COQUILLAGES;PORT DE LOUPIAN;34140;Satisfaisant;43.451553,3.615806;3472;98
2419;BLANC BLANC;87 AV PAUL VAILLANT COUTURIER;93150;Très satisfaisant;48.927204,2.473221;3022;11
2420;BLANC JEAN-LOUIS;PL DU VILLAGE;26620;Satisfaisant;44.664709,5.704641;3505;11
2421;BLANCHARD AURELIE;LE CHESNE;41300;Très satisfaisant;47.545019,2.134923;4546;71
2422;BLANCHET GAEL;LES FLAGIS;18260;A améliorer;47.451751,2.685975;6154;71
2423;BLANCHO BRUNO;KERBIGEOT BRILLAC;56370;Satisfaisant;47.532527,-2.813555;5928;98
2424;BLANDINO BENJAMIN;91 AV JEAU JAURES;38400;Très satisfaisant;45.178297,5.778339;5623;98
2425;BLANLOEIL;16 RTE DE LIMOGES;23150;Satisfaisant;46.086067,2.044949;30;46
2426;BLEND;87 BOULEVARD GAMBETTA;46000;Très satisfaisant;44.44581,1.441503;959;98
2427;BLEND;18 RUE DUPHOT;75001;Satisfaisant;48.868611,2.325559;4423;98
2428;BLEND HAMBURGER GOURMET;4 RUE DE L ANCIENNE COMEDIE;75006;Très satisfaisant;48.853509,2.338349;4429;98
2429;BLEU SPORTS LOISIRS;DOMAINE U PUNTICCHIU;20230;Très satisfaisant;42.390474,9.526156;5898;99
2430;BLEU SPORTS LOISIRS;DOMAINE U PUNTICCHIU;20230;Très satisfaisant;42.390474,9.526156;5898;99
2431;BLEU SPORTS LOISIRS;DOMAINE U PUNTICCHIU;20230;Très satisfaisant;42.390474,9.526156;5898;99
2432;BLEU SPORTS LOISIRS;DOMAINE U PUNTICCHIU;20230;Très satisfaisant;42.390474,9.526156;5898;99
2433;BLH FOOD;11 RUE SAINT-NICOLAS;27170;Satisfaisant;49.080974,0.779483;500;98
2434;BLIN MARIE-NOEL;HOTEL DE NANTES;44760;Satisfaisant;47.082718,-2.033459;2662;98
2435;BLN GOURMET;60 RUE EMILE ZOLA;42650;Satisfaisant;45.444445,4.425897;5478;98
2436;BLONDEL CELINE;65 Impasse Cotte Cotte;76690;Satisfaisant;49.596964,1.062784;6058;71
2437;BLONDELLE PATRICK;45 AV DU MONARD;17390;Satisfaisant;45.785994,-1.162364;2849;98
2438;BLOSSOM BURGERS;26 RUE DE CHABROL;75010;Satisfaisant;48.876921,2.353162;4413;98
2439;BLUE JASMINE;4 PL DE LA LIBERATION;94550;Satisfaisant;48.766989,2.363081;1384;98
2440;BLUE MARNING;BLUE MARNING;94170;Très satisfaisant;48.8435,2.504424;3133;98
2441;BLUEBERRY;6 RUE DU SABOT;75006;Très satisfaisant;48.852763,2.331454;4429;98
2442;BLUEBERRY STEAMBAR;2 RUE DU SABOT;75006;Très satisfaisant;48.853011,2.331334;4429;98
2443;BLUEBUOÏ CAFE;50 BOULEVARD DE VAUGIRARD;75015;Satisfaisant;48.840898,2.315689;4418;98
2444;BLUSSEAU FRANCOIS;LES BLOCQUIERES;14240;Très satisfaisant;49.045,-0.804;3267;98
2445;BLV-BB;19 CRS ALEXANDRE BORODINE;26000;A améliorer;44.933348,4.930406;6424;47
2446;BM EPI D'OR;236 AV ARISTIDE BRIAND;93320;Satisfaisant;48.910392,2.511878;3282;12
2447;BM SEVRAN PAIN CHAUD;2 ALL FRANCIS GARNIER;93270;Satisfaisant;48.946048,2.520249;6045;12
2448;BM-1;79 BD DU MONTPARNASSE;75006;Très satisfaisant;48.8436,2.325379;4429;98
2449;BMK;5 RUE DES CORNIERES;47000;Très satisfaisant;44.205001,0.617067;22;98
2450;BMS FOOD;69 BD PAUL VAILLANT COUTURIER;94200;Satisfaisant;48.817288,2.399072;2574;98
2451;BMV;164, rue du Faubourg St Honoré -5 AVENUE MYRON HERRICK;75008;Très satisfaisant;48.873504,2.309341;4431;98
2452;BNP PARIBAS PARTNERS FOR INNOVATION;59 RUE DE LA REPUBLIQUE;93100;A améliorer;48.852691,2.418988;4053;99
2453;BNS DISTRIBUTION;84 RUE DE CHARONNE;75011;Très satisfaisant;48.853677,2.381194;4414;45
2454;BO & ME;4 COURS VITTON;69006;Satisfaisant;45.769276,4.850757;3522;100
2455;BO & ME;4 COURS VITTON;69006;Très satisfaisant;45.769276,4.850757;3522;46
2456;BO BROTHER'S;7 BD DE DENAIN;75010;Satisfaisant;48.879454,2.354262;4413;98
2457;BO BUN;43-45-RUE DE LA HAIE COQ;93300;Très satisfaisant;48.907735,2.373026;280;98
2458;BO SUSHI;71-75 AVENUE LEDRU ROLLIN;94170;A améliorer;48.842869,2.502808;3133;98
2459;BO ZINC;59 AV MOZART;75016;Satisfaisant;48.854514,2.269435;4419;98
2460;BOB HOTEL;30 RUE PERNETY;75014;Très satisfaisant;48.833459,2.319056;4417;98
2461;BOB S CAFE;128 AV DE FRANCE;75013;Satisfaisant;48.831652,2.376024;4416;98
2462;BOBO;94 BD SAINT GERMAIN;75005;Satisfaisant;48.851303,2.34416;4428;98
2463;BOBUN;31 PLACE MAUBERT;75005;Satisfaisant;48.850303,2.348731;4428;98
2464;BOBUN;133 AV DE FLANDRE;75019;Très satisfaisant;48.892183,2.378382;4422;98
2465;BOBUN CAPHE;5 RUE SAINT ANTOINE;30000;Très satisfaisant;43.835771,4.358613;4227;98
2466;BO-BUN EXPRESS;40 RUE DE LA PORTE;29200;Satisfaisant;48.384103,-4.501313;852;98
2467;BOBUN STREET 31;6 RUE DU ONZE NOVEMBRE;31140;Satisfaisant;43.679309,1.420213;5117;98
2468;BOCAGE DISTRIBUTIONBOCADIS;QUARTIER DE BELLEFEUILLE;79300;Satisfaisant;46.851436,-0.499069;851;82
2469;BOCAMEXA;59 RUE SAINT ANDRE DES ARTS;75006;Satisfaisant;48.853511,2.339006;4429;98
2470;BOCAMEXA;84 RUE DU FAUBOURG SAINT DENIS;75010;Satisfaisant;48.873747,2.35511;4413;98
2471;BOCAVRAC (BOCAVRAC);37 RUE DU GUE;92500;Très satisfaisant;48.877752,2.183056;5036;1
2472;BOCCASCENA;50 QUAI DU LAZARET;13002;Satisfaisant;43.310254,5.367102;3683;98
2473;BOCLET MARC;A ST ANTOINE;80800;Satisfaisant;49.907851,2.507756;1537;11
2474;BOCQUET THOMAS;53 rue d'Amiens;60360;Très satisfaisant;49.573053,2.122632;292;71
2475;BODCHON MICKAEL;49 RUE PRINCIPALE;2140;Satisfaisant;49.803525,3.830035;5447;71
2476;BODEGA;Concorde Avenue;31840;Satisfaisant;43.674393,1.320106;323;98
2477;BODET CHARCUTERIE;11, rue des Moulins;44430;Satisfaisant;47.20539,-1.30701;3088;101
2478;BODRUM;190 RUE DU FAUBOURG SAINT MARTIN;75010;Satisfaisant;48.878783,2.362556;4413;98
2479;BODRUM;18 GRANDE RUE;59100;Satisfaisant;50.69198,3.175931;5006;98
2480;BODRUM KEBAB;6 QUAI DE LA TRINQUETTE;34300;Satisfaisant;43.282986,3.513878;21;98
2481;BOEREST;RTE DE LAYRAC ZAC DE GARDES;47550;Très satisfaisant;44.166016,0.643863;677;98
2482;BOETIE 55 SUSHI;12 RUE LA BOETIE;75008;Satisfaisant;48.874354,2.317835;4431;98
2483;BOEUF ET CIE;33 RUE PRINCIPALE;67170;Satisfaisant;48.756205,7.689226;584;98
2484;BOGARD ERIC;route de Avillers;88500;Très satisfaisant;48.346961,6.19031;2284;71
2485;BOINA ANDHUMATI;GNAMBO YAJOU MTSAHARA;97630;Satisfaisant;-12.682298,45.083623;4139;1
2486;BOINALI AMINA;PLACE DU MARCHE MAMOUDZOU;97600;Satisfaisant;-12.77824,45.230147;3588;98
2487;BOIS DU BONSEJOUR;2 rue Roger Salengro;10150;Très satisfaisant;48.310701,4.097461;4708;98
2488;BOIS LONG;12, Rue de la Fontaine;17700;Très satisfaisant;46.137944,-0.673074;5787;99
2489;BOITEL EDOUARD;25 RUE PRINCIPALE;62127;A améliorer;50.354708,2.490915;6262;71
2490;BOITON ET RABAIN;Place Jean Jaurès;93200;Satisfaisant;48.936519,2.357626;5247;66
2491;BOIVIN OLIVIER;260 RUE DE SOULTZ;68270;Très satisfaisant;47.823292,7.302751;6842;100
2492;BOK DELICE;44 BD DE BALMONT;69009;Très satisfaisant;45.788776,4.800751;3527;98
2493;BOKIT FACTORY;58 RUE DES BERGERS;75015;Satisfaisant;48.84226,2.28049;4418;98
2494;BOKKO;11 PL DU COMMERCE;75015;Très satisfaisant;48.845263,2.293003;4418;98
2495;BOLLYWOOD TAJ;1 AVENUE DU 1ER MAI;91120;Satisfaisant;48.713904,2.258075;4392;98
2496;BOLO ALEXANDRE;Boulevrd Wilson;66000;Satisfaisant;42.701857,2.896149;4487;98
2497;BOLOGO;37 RUE SAINT AREY;5000;Satisfaisant;44.557664,6.076078;2221;98
2498;BOMBA;35 BD DE BONNE NOUVELLE;75002;Très satisfaisant;48.8704,2.348519;4425;98
2499;BOMBAY ROYAL;18 RUE PHILIPPE DE GIRARD;75010;Satisfaisant;48.883248,2.361701;4413;98
2500;BOMBOUR;Route de Digoin;71140;Satisfaisant;46.627727,3.736742;777;82
2501;BON ACCUEIL (GAEC DU);Pigeyres;43500;Satisfaisant;45.262802,3.818403;1409;71
2502;BON APPETEA;98 BOULEVARD MASSENA;75013;Satisfaisant;48.820972,2.366818;4416;98
2503;BON APPETIT HUANG XIAOCHUN;91 RUE DE REUILLY;75012;Satisfaisant;48.844434,2.390177;4415;98
2504;BON BOUQUET;29 RUE DE TREVISE;75009;Satisfaisant;48.874509,2.345293;4433;98
2505;BON COIN ITALIANO;11 RUE DU COLLEGE;97600;A améliorer;-12.79424,45.216123;3588;98
2506;BON EPI;54 T BD FOCH;93800;Satisfaisant;48.949492,2.329593;1916;12
2507;BON ESPRIT;67 RUE NOTRE DAME DE NAZARETH;75003;Très satisfaisant;48.867829,2.355281;4426;98
2508;BON MATIN ET CO;17 RUE PRINCIPALE;72550;Satisfaisant;48.00822,0.070151;2025;98
2509;BON MUA -MUQAM OUIGHOURE;36 RUE TREVISE;75009;Très satisfaisant;48.875254,2.345556;4433;98
2510;BON PALAIS;16 RUE CIVIALE;75010;Satisfaisant;48.873158,2.374965;4413;98
2511;BONAL JEAN;ND;15800;A améliorer;44.969,2.709;4387;71
2512;BONAN BOUCHERIE SHOP;BONAN;97160;Satisfaisant;16.329177,-61.34508;3121;11
2513;BONAVENTURE (SARL WINDSURF);PLAGE DE MAGUELONE;34250;Satisfaisant;43.527598,3.928101;4393;98
2514;BON'EAT (BON EAT);10 RUE DU JOURDIL;74960;Satisfaisant;45.913241,6.119644;151;98
2515;BONGIOVANNI AUDREY;LD KERBRUC;29690;Satisfaisant;48.397615,-3.891155;2742;71
2516;BONHEUR;17 RUE DE MONTYON;75009;Très satisfaisant;48.873056,2.343479;4433;98
2517;BONHEUR 2;17 PL DU MARCHE;91310;Satisfaisant;48.639178,2.270497;4020;98
2518;BONHEUR ALIMENTATION (MONSIEUR PHONG LIM);2 RUE JEANNE D ARC;92130;Satisfaisant;48.831901,2.28014;2568;1
2519;BONHEUR D'ASIE;LES FREYDIERES;7130;Satisfaisant;44.91475,4.853972;6139;98
2520;Bonjour Poké;25 RUE FRANKLIN;69002;Satisfaisant;45.752687,4.82843;3516;98
2521;BONJOUR VIETNAM;38 RUE NOTRE DAME;69006;Satisfaisant;45.764051,4.867844;3523;98
2522;BONNAMY PATRICE;Mayac;24110;Très satisfaisant;45.062765,0.521785;2388;71
2523;BONNARD;18 RUE DES GRAVILLIERS;75003;Satisfaisant;48.863735,2.357189;4426;98
2524;BONNE FRANQUETTE II (SARL LA);6 PLACE JEANNE D ARC;80550;A améliorer;50.214733,1.627884;3061;98
2525;BONNE MINE;VILLAGE DECATHLON;49130;Très satisfaisant;47.441631,-0.523988;3288;98
2526;BONNEMAINS CHRISTIAN;Place Nationale;84330;Satisfaisant;44.110034,5.107381;1034;98
2527;BONNET Dominique;434 ROUTE DE FISSEMAGNE;42660;Très satisfaisant;45.397745,4.428163;4584;71
2528;BONNET Dominique;434 ROUTE DE FISSEMAGNE;42660;Très satisfaisant;45.397745,4.428163;4584;71
2529;BONNIER EMMANUEL;LIEU DIT LA GRANGE MAUBATIE;16410;Très satisfaisant;45.554201,0.247495;6274;71
2530;BONNIER MARC;Le Haut Bonnetias;24130;Satisfaisant;44.94271,0.368642;738;71
2531;BONNIER MARC;Le Haut Bonnetias;24130;Très satisfaisant;44.94271,0.368642;738;71
2532;BONNIVERS NANCY;6 rue de la Recluse;7260;Satisfaisant;44.479395,4.237962;2620;98
2533;BONNYAUD GABIN;33 BADANT;23000;Satisfaisant;46.12485,1.884165;5958;71
2534;BONZAI;380 RUE DE VAUGIRARD;75015;Très satisfaisant;48.833154,2.288847;4418;98
2535;BONZOM LA CHARCUTERIE DE CERDAGNE;LIEU DIT LE VILLAGE;66800;Satisfaisant;42.458752,2.039042;5062;11
