9542;EURL BOUCHERIE MORSCHOLTZ;LIEUDIT LA GIRAUDIERE;69690;Satisfaisant;45.750838,4.541339;902;101
9543;EURL BOUCHERIE PRADELLES SEBASTIEN;12 Place Saint Jean;24380;Satisfaisant;45.025607,0.715213;6540;11
9544;EURL BRIARD;2 RUE D'AUXERRE;89560;Satisfaisant;47.661695,3.418923;4357;11
9545;EURL BURGER Mr MAURIER;40 Faubourg du Pont Neuf;86000;Satisfaisant;46.57253,0.359448;4657;98
9546;EURL CAN PUIG;47 RUE SAINT FERREOL;66400;Satisfaisant;42.487515,2.747567;1131;98
9547;EURL CHEZ LEONIE;113 RUE RENE VIELLE;40320;Satisfaisant;43.696771,-0.377226;1986;98
9548;EURL CLASSAMETZ;9 RUE JOSEPH CUGNOT;57000;Très satisfaisant;49.113607,6.172945;3815;98
9549;EURL CODA  RESTAURANT HONORE;13 RUE BOSIO;75016;Très satisfaisant;48.84936,2.265369;4419;98
9550;EURL DE NORMANDIE;9 PLACE DU MARCHE;61200;Satisfaisant;48.744016,-0.019516;197;12
9551;EURL DELACROIX;12 PL EUGENE DELACROIX;76120;Satisfaisant;49.401725,1.043616;3076;11
9552;EURL DES TROIS MONTS;15 ESPLANADE DE LA MER;85160;Satisfaisant;46.781397,-2.067507;5491;98
9553;EURL DUSAUTOIR;58, Rue Saint Acheul;80000;Satisfaisant;49.898517,2.300763;123;11
9554;EURL ERIC CHAPON;1 rue saint alban;42153;Satisfaisant;46.035644,4.05202;4934;11
9555;EURL GEFFARD BRUNO;19, Rue de la Vendee;79130;Satisfaisant;46.609517,-0.419684;5992;66
9556;EURL HEMA;BOULEVARD THOMAS WILSON;66000;Très satisfaisant;42.701857,2.896149;4487;98
9557;EURL LA CANTINE;16 PL DE CHAMBRE;57000;Satisfaisant;49.120051,6.173658;3815;100
9558;EURL LA MALLE AUX FROMAGES;13 RUE DE L'ALAMBIC;44410;Satisfaisant;47.500106,-2.275396;2483;22
9559;EURL LA MERE THOM;RUE DU CHEMIN NEUF;56360;A améliorer;47.36924,-3.221747;5955;45
9560;EURL LAURENT CALLEBAUT;BOSTON;27130;Satisfaisant;48.766833,0.878707;6552;11
9561;EURL LE HOUX;139 AV MICHEL GRANDOU;24750;Très satisfaisant;45.189966,0.745805;6331;12
9562;EURL LE JO'BAR;23 RUE JACQUES RODALLEC;56110;Satisfaisant;48.139848,-3.605786;2329;98
9563;EURL LE P'TIT MARCHE;4 GRANDE RUE;9220;Très satisfaisant;42.768458,1.499627;6419;2
9564;EURL LE ROSSINI;30 ALL NIEL;31600;Satisfaisant;43.460638,1.325002;4149;98
9565;EURL LPM RIA;3 RUE GEORGES CLEMENCEAU;56400;Satisfaisant;47.667972,-2.985773;311;100
9566;EURL MARQUISSEAU;Charcuterie;32140;Satisfaisant;43.376071,0.652808;324;101
9567;EURL MINUZZO;10 place des platanes;9310;Satisfaisant;42.784734,1.686346;3247;98
9568;EURL PERENON;56  RTE DU GRAND CHEMIN;3240;Très satisfaisant;46.380733,3.035605;1741;98
9569;EURL PIERRE BEZIAT;RTE DE BORDEAUX;40630;Satisfaisant;44.153597,-0.741007;5052;46
9570;EURL S.R.A.;61 RUE DU MIRAIL;33000;Satisfaisant;44.83265,-0.571063;728;46
9571;EURL SNEM;370 ROUTE DE METZ;57300;Très satisfaisant;49.259915,6.17001;3901;98
9572;EURL STEPHANIE NATALE - CHEZ STEPH;64 GRANDE RUE;25560;Satisfaisant;46.855965,6.159418;2169;98
9573;EURL TETE;8 RUE DU MOURET;9290;Satisfaisant;43.079109,1.360832;3101;12
9574;EURL UNIVERS CHEVRES;26 Quai de la Cloche;68100;Très satisfaisant;47.747416,7.350134;4143;71
9575;EURO DIFFUSION;16 T RUE MAURICE TENINE;94260;Satisfaisant;48.754291,2.321644;2178;98
9576;EURO KEBAB SANDWICHERIE (EURO KEBAB);43 R NATIONALE;78710;Satisfaisant;49.000198,1.635061;5001;98
9577;EURO MINI MARCHE;145 RUE DE VAUGIRARD;75015;Très satisfaisant;48.844057,2.31654;4418;46
9578;EUROBOUCHERIE;ROUTE DE STRASBOURG;57400;Satisfaisant;48.741968,7.07867;5920;101
9579;EURODIS;23 RUE DE CONSTANTINOPLE;75008;Satisfaisant;48.880122,2.319702;4431;1
9580;EURODIS;23 RUE DE CONSTANTINOPLE;75008;Satisfaisant;48.880122,2.319702;4431;12
9581;EURODISNEY - CUISINE CENTRALE NEWPORT BAY CLUB;Avenue Robert Schuman;77700;Satisfaisant;48.871904,2.797694;1376;99
9582;EUROP MAG;93 RUE DE LA CHAPELLE;75018;Très satisfaisant;48.897987,2.358661;4421;12
9583;EUROP MAG;93 RUE DE LA CHAPELLE;75018;Très satisfaisant;48.897987,2.358661;4421;46
9584;EUROP MAG;93 RUE DE LA CHAPELLE;75018;Très satisfaisant;48.897987,2.358661;4421;100
9585;EUROPE ALIMENTATION GENERALE;31  RUE DE TURIN;75008;Très satisfaisant;48.882465,2.324221;4431;1
9586;EUROPE CLEAN;47  RUE EMILE DESVAUX;14500;Satisfaisant;48.836954,-0.882151;6762;98
9587;EUROPRIX;34C  avenue Moulin Notre Dame;84000;Satisfaisant;43.927621,4.816869;351;82
9588;EUROVIANDES VOLAILLES;13 RUE DES FORGERONS;57300;Satisfaisant;49.100159,6.172129;2444;98
9589;EUTELSAT S.A.;32 BD GALLIENI;92130;Satisfaisant;48.831899,2.26697;2569;99
9590;EVA;rue vincent auriol;59136;Satisfaisant;50.573448,2.936132;6831;98
9591;EVA MAMAMIA;44 RUE GUY MOQUET;75017;Satisfaisant;48.892211,2.324205;4420;98
9592;EVANCIA;173 BIS RUE DU FBG SAINT DENIS;75010;Satisfaisant;48.880076,2.357322;4413;99
9593;EVE;22 RUE TAISON;57000;Très satisfaisant;49.119227,6.17752;3815;98
9594;EVENEMENTS & SAVEURS;24 AV FRANCOIS MITTERRAND;57000;Satisfaisant;49.10729,6.179678;3815;98
9595;EVENT BURGER;12 SQ ANDRE MALRAUX;60750;Satisfaisant;49.446213,2.882707;1406;98
9596;EVENZO;4 RUE JULES GUESDE;65800;Très satisfaisant;43.243664,0.095226;313;11
9597;EVEREST SAVEURS;10 RTE DE BLACY;51510;Satisfaisant;48.920878,4.35323;1528;100
9598;EVI EVANE;10 RUE GUISARDE;75006;Très satisfaisant;48.851903,2.334278;4429;98
9599;EVI EVANE TRAITEUR;20 RUE ST PLACIDE;75006;Très satisfaisant;48.849377,2.324868;4429;98
9600;EVREUX ATHLETIC CLUB RUGBY;RUE JEAN BOUIN;27000;Très satisfaisant;49.022496,1.126793;1993;98
9601;EVVIVA;61 AV DU BAC;94210;Satisfaisant;48.795145,2.510003;5643;98
9602;EX FOOD 91;42 AVENUE PIERRE BROSSOLETTE;91380;A améliorer;48.703317,2.321504;1394;98
9603;EXCELLENCE KEBAB;2 AV DE LA LIBERATION;42340;Satisfaisant;45.562374,4.276892;6499;98
9604;EXCES DE CREPES;5 RUE DE LA LOI;68100;A améliorer;47.745944,7.333304;4143;98
9605;EXIDE TECHNOLOGIES SAS;5-7 ALLEE DES PIERRES MAYETTES;92230;Satisfaisant;48.937581,2.301857;2254;99
9606;EXKI 229;118 AVENUE DE FRANCE;75013;Satisfaisant;48.831029,2.376608;4416;98
9607;EXKI FRANCE;8 AVENUE KLEBER;75016;Très satisfaisant;48.872014,2.293471;4419;98
9608;EXKI FRANCE;30 RUE DE BERRI;75008;Très satisfaisant;48.873421,2.306132;4431;98
9609;EXKI FRANCE;26 RUE RICHER;75009;Très satisfaisant;48.874087,2.345624;4433;98
9610;EXO BOUTIQUE GRACE A DIEU;5 RUE DE LEWES;41000;A améliorer;47.590861,1.317345;672;1
9611;EXO ISLAND (CITY);58 RUE LUCIEN MATHERON;95190;A améliorer;49.022191,2.458851;2333;1
9612;EXO MONDE;6 AV LEON BLUM;93800;Satisfaisant;48.958963,2.313162;1916;46
9613;EXO-EXQUIS;85 RUE DE LA TOMBE ISSOIRE;75014;Satisfaisant;48.827229,2.332398;4417;98
9614;EXOLA;EXOLA;75019;Très satisfaisant;48.859,2.347;4422;46
9615;EXOLA DISTRIBUTION;20 RUE D AUBERVILLIER;75019;Très satisfaisant;48.885292,2.365704;4422;1
9616;EXOTIC COUNTRY STORE;187 RUE DU FAUBOURG SAINT DENIS;75010;Satisfaisant;48.881379,2.358001;4413;46
9617;EXPAN VIERZON;18 AV DU 19 MARS 1962;18100;Très satisfaisant;47.239854,2.091854;6623;11
9618;EXPAN VIERZON;18 AV DU 19 MARS 1962;18100;Très satisfaisant;47.239854,2.091854;6623;66
9619;EXPLOITATION AGRIC MONTBRISON-ST GENEST MALIFAUX;LE CREUX DU BALAY;42660;Satisfaisant;45.350781,4.438077;5386;71
9620;EXPLOITATION AGRICOLE;CIVERGOLS;48200;Très satisfaisant;44.808341,3.301265;5209;71
9621;EXPLOITATION AGRICOLE;RUE DU 11 NOVEMBRE;61500;Très satisfaisant;48.594414,0.171832;5995;71
9622;EXPLOITATION AGRICOLE A RESPONSABILITE LIMITEE DE LA FERME DU PARADIS;13 RUE DU CROMBOULIE;59740;Satisfaisant;50.163649,4.132145;1428;71
9623;EXPLOITATION AGRICOLE A RESPONSABILITE LIMITEE DEPREZ;4, Rue de la Grimpette;62760;Très satisfaisant;50.180274,2.531848;2234;71
9624;EXPLOITATION AGRICOLE A RESPONSABILITE LIMITEE DU CHAMP PIERRET;Rue des Malrochers;39300;Très satisfaisant;46.797617,5.830701;4063;71
9625;EXPLOITATION AGRICOLE A RESPONSABILITE LIMITEE LOCQUET ARNAUD;59 RUE DE GOUY;62127;Très satisfaisant;50.32167,2.440222;3570;71
9626;EXPLOITATION AGRICOLE A RESPONSABILITE LIMITEE SAINT JEAN DU VALLON;FERME DU MOULIN;52160;Satisfaisant;47.734622,5.066703;6782;71
9627;EXPLOITATION AGRICOLE DE VALENCE;AVENUE DE LYON;26500;Satisfaisant;44.953497,4.89085;794;71
9628;EXPLOITATION AGRICOLE DU NEUBOURG;EXPLOITATION AGRICOLE DU NEUBOURG;27110;Satisfaisant;49.148406,0.890544;3123;71
9629;EXPLOITATION AQUACOLE;Chemin de Fraissinet;48500;Satisfaisant;44.430169,3.222123;2676;66
9630;EXPLOITATION AQUACOLE;Chemin de Fraissinet;48500;Satisfaisant;44.430169,3.222123;2676;71
9631;EXPLOITATION LE MAS DE MARGUERITE;11 RUE DE L ABRIVADO;34740;Satisfaisant;43.655446,3.966016;6513;99
9632;EXPLOITATION PORCINE 100% PLEIN AIR;LES CORDIERS;73200;Très satisfaisant;45.688911,6.408378;6528;71
9633;EXPLOITATION U SAPE FA;PONTE LECCIA;20218;Très satisfaisant;42.465531,9.205972;4102;71
9634;EXPRESS BAR;31 RUE SAINT MAUR;75011;Satisfaisant;48.860908,2.381212;4414;98
9635;EXPRESS D'O;1702 RUE SAINT PRIEST;34090;A améliorer;43.638208,3.83241;4042;98
9636;EXPRESS MARKET;2 CITE MASSEL RIVIEREZ;97300;Très satisfaisant;4.943409,-52.306618;1102;46
9637;EXQUIS;218 bis RUE DES PYRENEES;75020;Satisfaisant;48.866133,2.397683;4424;98
9638;EXQUIS PARIS;46 RUE DE BELLEVILLE;75020;Satisfaisant;48.873055,2.381208;4424;98
9639;EXTENSO MAYOTTE;43 Rue du cinéma;97600;A améliorer;-12.7812,45.230016;3588;99
9640;EXTERIEUR QUAI;5 RUE D ALSACE;75010;Satisfaisant;48.876741,2.357604;4413;98
9641;EYA PLAISIR;1170 AV DE SAINT GERMAIN;78370;Satisfaisant;48.827362,1.966638;4578;98
9642;EYRAUD Didier;Jagonzac;43340;Satisfaisant;44.882505,3.74439;5453;71
9643;EYSA;123 RUE DOCTEUR SCHWEITZER;49400;Très satisfaisant;47.246876,-0.077891;5946;11
9644;F D R DISTRIBUTION;14 AVENUE FRANKLIN DELANO ROOSEVELT;75008;Très satisfaisant;48.871158,2.310231;4431;3
9645;F D R DISTRIBUTION;14 AVENUE FRANKLIN DELANO ROOSEVELT;75008;Très satisfaisant;48.871158,2.310231;4431;46
9646;F.A.M.M.;place du Marché;13690;Très satisfaisant;43.849603,4.775694;2370;11
9647;F.A.O.L. VILLAGE VACANCES RIVES CORBIERES (LES);Rue Fresquel;11370;Satisfaisant;42.850053,3.042332;3321;99
9648;F.C;14 RUE BESSIERES;31500;Satisfaisant;43.598121,1.476883;6283;98
9649;F.C.D.A;20 AVENUE KLEBER;75016;Très satisfaisant;48.871176,2.292863;4419;98
9650;F.D.O.;10 RUE JACQUES ANQUETIL;95140;Satisfaisant;48.962067,2.39668;2229;99
9651;F.J.T. DE LA CITE DES FLEURS;29, RUE GAUTHEY;75017;Satisfaisant;48.892261,2.320838;4420;99
9652;F.L.A.C.;26 PL NATIONALE;76220;Satisfaisant;49.482367,1.724441;2330;11
9653;FA COLLEGE POULLART DES PLACES;95, RUE PAUL VAILLANT COUTURIER;94310;Satisfaisant;48.750108,2.397983;4339;99
9654;FA DOLCE;Chemin de la sposata;20090;Satisfaisant;41.948311,8.756895;65;99
9655;FAB TACOS;11 B AV CHABALIER;7600;Très satisfaisant;44.653912,4.365926;6450;98
9656;FABRE ET FILLE;160 AV RENE CASSIN;84110;Satisfaisant;44.239331,5.067877;6395;98
9657;FABRE ET LOUE BOULANGERIE PATISSERIE (FABRE MICHEL);168 R VAILLANT COUTURIER;94140;Très satisfaisant;48.805057,2.419202;78;12
9658;FABRE FLORENT;6 Chemin de HOURQUET;65190;Très satisfaisant;43.14253,0.275519;4916;71
9659;FABRY DAVID;Peyrefond;24380;Très satisfaisant;45.025821,0.710131;6540;71
9660;FABULOUS BISCUITS;353 RUE PAUL BERT;69003;Satisfaisant;45.755973,4.875193;3518;12
9661;FACE FOOD KEBAB;222 AVENUE DU PRESIDENT WILSON;16600;Satisfaisant;45.679221,0.227919;5039;98
9662;FACONELL;88 AV GAMBETTA;75020;Satisfaisant;48.869911,2.402993;4424;98
9663;FACTORY & CO;101 AV DU GENERAL DE GAULLE;94000;Très satisfaisant;48.782023,2.457115;1650;98
9664;FACTORY & CO;109 BD SAINT GERMAIN;75006;Satisfaisant;48.852406,2.338396;4429;98
9665;FACTORY PUB BRASSERIE;40 BD HUBERT DELISLE;97410;A améliorer;-21.275488,55.513671;5714;98
9666;FAFA FOOD;16 RUE DES MARCHANDS;2130;A améliorer;49.200723,3.514422;2045;98
9667;FAHAM;108 RUE CARDINET;75017;Satisfaisant;48.88562,2.311728;4420;98
9668;FAIM 2 NIGHT;4 rue de Montreuil à Claye;93130;A corriger de manière urgente;48.884849,2.467247;4249;98
9669;FAISAL SWEET SHOP;9 RUE JARRY;75010;Satisfaisant;48.874007,2.355756;4413;98
9670;FAJAR;52 rue de Concy;91330;Satisfaisant;48.7109,2.485127;6854;82
9671;FALAFEL DU CANAL;153 RUE DE CRIMEE;75019;Satisfaisant;48.887701,2.380055;4422;98
9672;FALCOT LUC;2507 RN 8;13780;Très satisfaisant;43.276085,5.700958;1683;71
9673;FALLE ROBERT;2, place de l'Orme;89450;Très satisfaisant;47.481781,3.755531;261;98
9674;FAM LES AUBEPINES;2 CHE DES AUBEPINES;59496;Satisfaisant;50.534825,2.872976;5875;99
9675;FAM LES PRES NEUFS;FAM LES PRES NEUFS;77000;Satisfaisant;48.52075,2.718008;6490;99
9676;FAM PHV;FAM PHV;24540;Très satisfaisant;44.681495,0.893775;3910;99
9677;FAM ROBERT DOISNEAU;51 RUE RENE CLAIR;75018;Satisfaisant;48.894077,2.353661;4421;99
9678;FAM/CAJ;18 RUE BLEURY;95230;Satisfaisant;49.001246,2.305224;6089;99
9679;FAMILLE PIEGAY;LE TOUR;69850;Très satisfaisant;45.658618,4.57543;5627;71
9680;FAMILLES RURALES LOIRE SERVICES;RUE A,LACOMBE;42740;Satisfaisant;45.45045,4.584278;2839;99
9681;FAMILY BURGER (BHA);124 AV FRANCOIS MITTERRAND;91200;Très satisfaisant;48.706721,2.371681;269;98
9682;FAMILY SNACK;ANGLE RUE DES MOUETTES;66470;Satisfaisant;42.728127,3.038006;5322;98
9683;FAN DE CAROTTE;34 RUE LEMERCIER;75017;Très satisfaisant;48.886829,2.323343;4420;98
9684;FAN SUSHI;28 RUE SURCOUF;75007;A améliorer;48.860131,2.309506;4430;98
9685;FANNY'S CAFE;14 rue Henriette;68100;A améliorer;47.746518,7.337508;4143;98
9686;FANON;203 AVENUE PAUL JULIEN;13100;Très satisfaisant;43.511404,5.485651;3184;22
9687;FARES;1 RTE DE RAMBOUILLET;28210;Satisfaisant;48.687726,1.578973;2024;12
9688;FARID ET VERO LOCATION DE CHAPITEAUX;100 rue jean mermoz;2390;Satisfaisant;49.846534,3.509044;3965;98
9689;FARMERS;27 RUE DE LA MADELEINE;30000;Satisfaisant;43.837383,4.357558;4227;98
9690;FARMERS CHATEAUDUN;40 RUE DE CHATEAUDUN;75009;Satisfaisant;48.876289,2.335173;4433;98
9691;FARNAUD DAVID;206 Cours de la République;84330;Très satisfaisant;44.110805,5.106794;1034;11
9692;FAROOQSHEZAD;40 RUE DE SEDAN;8000;Satisfaisant;49.723708,4.755743;3237;98
9693;FAST  FRESH;4 PLACE DE LA PORTE DE BAGNOLET;75020;A améliorer;48.864182,2.409433;4424;98
9694;FAST AND SWEET;55 BIS RUE DE BAGNOLET;75020;Satisfaisant;48.857186,2.398213;4424;98
9695;FAST GOOD;FAST GOOD;93000;A corriger de manière urgente;48.907365,2.443342;675;98
9696;FAST PIZZA;FAST PIZZA;28700;Satisfaisant;48.516467,1.758722;307;98
9697;FATIMA AHAMADI;Quartier Pompier de Kahani;97670;Satisfaisant;-12.824716,45.131385;4356;98
9698;FATIMA ATHOUMANI FATIMA;ZONE NEL FACE DE TETRAMA KAWENI;97600;Satisfaisant;-12.765647,45.223291;3588;98
9699;FATTORI DIDIER;1 IMP JEAN DE LA FONTAINE;24660;Très satisfaisant;45.148441,0.7047;1585;100
9700;FAUBOURG RESTAURATION;105 RUE DU FAUBOURG SAINT HONORE;75008;Très satisfaisant;48.872443,2.311471;4431;98
9701;FAUCONNIER TRAITEUR;L'Orée du Bois;85120;Satisfaisant;46.70157,-0.693762;5730;99
9702;FAUGERE ERIC;Le Marzelou;24500;Très satisfaisant;44.678731,0.436541;4860;71
9703;FAURE JEAN;Av. du Com. Dumont;5000;Satisfaisant;44.566599,6.083649;2221;98
9704;FAURE JOËL - CHEVRERIE LES TROIS MURIERS;4195 ROUTE DE ST PAUL;26780;Très satisfaisant;44.51469,4.756674;1287;71
9705;FAURE M & C;58 B RUE DU PRESIDENT WILSON;24000;Satisfaisant;45.185361,0.713091;4478;98
9706;FAURECIA;23 AV DES CHAMPS PIERREUX;92000;Satisfaisant;48.888993,2.213896;4168;99
9707;FAURECIA INDUSTRIES;CHE DE NOYELLES;62110;Satisfaisant;50.400582,2.975574;2479;99
9708;FAUVEL ADRIEN;LIEU DIT LA MOTHE;24170;Satisfaisant;44.756934,0.990442;4453;71
9709;FAVERDIS;Rue Volta;70160;Très satisfaisant;47.765107,6.101033;2023;87
9710;FAVRE MARTINE;118 CHEMIN DES BERGERS;73500;Très satisfaisant;45.277777,6.81648;6411;71
9711;FAVY PERE ET FILS;Place des Cordeliers;48100;Satisfaisant;44.551785,3.29264;3705;45
9712;FAVY PERE ET FILS;Place des Cordeliers;48100;Satisfaisant;44.551785,3.29264;3705;72
9713;FAVY PERE ET FILS;Place des Cordeliers;48100;Satisfaisant;44.551785,3.29264;3705;73
9714;FAVY PERE ET FILS;Place des Cordeliers;48100;Satisfaisant;44.551785,3.29264;3705;80
9715;FAVY PERE ET FILS;Place des Cordeliers;48100;Satisfaisant;44.551785,3.29264;3705;82
9716;FAYAD GEORGES;32 RUE DE BALMONT;95100;Très satisfaisant;48.95271,2.274854;199;98
9717;FAYET JEAN-MARC;17 RUE MARCEL VIGNAUD;37420;Satisfaisant;47.203785,0.183554;357;98
9718;FAYTEX;L'YBANE;6000;Satisfaisant;43.712854,7.253866;4220;98
9719;FB SAINT LAZARE;123 RUE SAINT LAZARE;75008;Très satisfaisant;48.875252,2.325254;4431;98
9720;FBC THIERE;15 PASSAGE THIERE;75011;Très satisfaisant;48.854052,2.373597;4414;45
9721;FBM METAIS;6 PL DE L'EGLISE;28260;Satisfaisant;48.841584,1.541134;573;12
9722;FDDH 1;1 RUE DES PERRIERES;10410;Très satisfaisant;48.295078,4.133772;5693;98
9723;FDG MONTPARNASSE;47 BD DU MONTPARNASSE;75006;Très satisfaisant;48.844699,2.322052;4429;12
9724;FDG MONTPARNASSE;47 BD DU MONTPARNASSE;75006;Très satisfaisant;48.844699,2.322052;4429;22
9725;FDG MONTPARNASSE;47 BD DU MONTPARNASSE;75006;Très satisfaisant;48.844699,2.322052;4429;45
9726;FDG MONTPARNASSE;47 BD DU MONTPARNASSE;75006;Très satisfaisant;48.844699,2.322052;4429;100
9727;FDP ET FILS;9 rue Frédéric Mistral;4210;Très satisfaisant;43.837202,5.986179;6428;98
9728;FDV PIERRE DELOMEZ;ROUTE DE MANTES;78930;Satisfaisant;48.94665,1.716038;860;99
9729;F'EAT;16 RUE DU MARECHAL LECLERC;59190;Satisfaisant;50.722016,2.534979;2471;98
9730;FEDERATION APAJH;Les Charmettes;32400;Satisfaisant;43.627135,-0.205655;5668;99
9731;FEDERATION APAJH;48 RUE GILBERT CESBRON;75017;Satisfaisant;48.892695,2.313884;4420;99
9732;FEDERATION DE CHARITE CARITAS ALSACE;1 rue de Bretagne;68100;Très satisfaisant;47.760832,7.362293;4143;1
9733;FEDERATION des OEUVRES LAIQUES de MARTINIQUE (cuisine centrale);76, RUE DU PROF RAYMOND GARCIN;97200;Satisfaisant;14.622767,-61.078322;2146;99
9734;FEDERATION DES OEUVRES LAÏQUES DU RHONE;20, rue François Garcin;69003;Satisfaisant;45.760114,4.849603;3518;99
9735;FEDERATION NATIONALE DES SYNDICATS D'EXPLOITATIONS AGRICOLES;11 RUE DE LA BAUME;75008;Satisfaisant;48.874573,2.31168;4431;99
9736;FEDERATION NATIONALE DES SYNDICATS D'EXPLOITATIONS AGRICOLES;11 RUE DE LA BAUME;75008;Satisfaisant;48.874573,2.31168;4431;99
9737;FEDERATION UNIE DES AUBERGES DE JEUNESSE;20 ESPLANADE NATHALIE SARRAUTE;75018;Satisfaisant;48.888674,2.362759;4421;99
9738;FEE MAISON GIGI;2 RTE DES GRANDES VIREES;16150;Satisfaisant;45.901377,0.665103;1999;98
9739;FEI YUN;30 RUE DE JOINVILLE;75019;Satisfaisant;48.890574,2.378795;4422;11
9740;FEI YUN;30 RUE DE JOINVILLE;75019;Satisfaisant;48.890574,2.378795;4422;46
9741;FELIDIS;123 AV FELIX FAURE;75015;Satisfaisant;48.838013,2.281105;4418;45
9742;FELIDIS;123 AV FELIX FAURE;75015;Satisfaisant;48.838013,2.281105;4418;80
9743;FELIX CATHERINE;13, Place de la Liberté;80340;Très satisfaisant;49.938968,2.71823;837;11
9744;FELIX ERIC;73, avenue Jean Jaurès;89400;Satisfaisant;47.963637,3.513154;3839;11
9745;FELIX FAURE;65 AVENUE FELIX FAURE;75015;Très satisfaisant;48.840309,2.286221;4418;46
9746;FENERBAHCE;2 RUE VICTOR HUGO;78700;A améliorer;48.991641,2.09118;1514;98
9747;FENG SHENG;12 RUE DES GATINES;75020;Satisfaisant;48.865564,2.398203;4424;98
9748;FENG'S;31 RUE DE TOLBIAC;75013;Très satisfaisant;48.828472,2.373155;4416;98
9749;FENUA MARKET;Mata'Utu;98600;Satisfaisant;-13.272696,-176.169786;6382;46
9750;FERA;11 AV DE LA REPUBLIQUE;74960;Satisfaisant;45.904702,6.119627;151;68
9751;FERBOS ERIC;50 RUE EMMANUEL ROY;33420;Satisfaisant;44.82917,-0.186886;827;11
9752;FERDINAND;8 PL DU MARECHAL FOCH;51000;Satisfaisant;48.956862,4.362187;1183;98
9753;FERET GREGORY;222 rue des Châteaux d'eau;76133;Très satisfaisant;49.582599,0.235427;4978;71
9754;FERGIS;LE RAQUET;59552;Satisfaisant;50.346446,3.090622;2915;82
9755;FERIEL PECHE;Avenue Suzanne BUISSON;93140;Satisfaisant;48.914081,2.481139;710;66
9756;"FERME ""LA FREYDIERE""";QUARTIER LA FREYDIERE;26400;Très satisfaisant;44.653754,5.016747;6137;71
9757;FERME ADIIRIS;149 RTE DE SENS;71330;Très satisfaisant;46.751906,5.259758;5416;71
9758;FERME AGROFORESTIERE DE BAGNE LOUP;BAGNE LOUP;30260;Satisfaisant;43.857866,3.965039;892;71
9759;FERME AQUACOLE DE JALADIEU;JALADIEU;81260;Satisfaisant;43.62513,2.559179;2135;71
9760;FERME AUBERGE BAMBOIS;N° 109 GEISLOCH / PLAINE;67130;A corriger de manière urgente;48.413121,7.146614;5980;71
9761;FERME AUBERGE BAMBOIS;N° 109 GEISLOCH / PLAINE;67130;Satisfaisant;48.413122,7.146615;4573;98
9762;FERME AUBERGE BAMBOIS;N° 109 GEISLOCH / PLAINE;67130;Satisfaisant;48.413122,7.146615;4573;71
9763;FERME AUBERGE LACOMBE;chemin de Bénivet;24200;Satisfaisant;44.90633,1.108812;5136;71
9764;FERME AUX PAMPILLES;10 rue de l'abattoir;68290;Très satisfaisant;47.772638,6.99605;3709;71
9765;FERME BIO DE THEY;THEY LES SORANS;70190;Satisfaisant;47.384255,6.045629;6101;71
9766;FERME COEUR DE VENDEE;SAINTE MARIE;85500;Très satisfaisant;46.848866,-1.012122;3263;71
9767;FERME D'ANIMATION EDUCATIVE DE WOIMBEY;chemin des Vignerons;55300;Satisfaisant;48.975331,5.469019;6845;98
9768;FERME D'ARTIGUES;LIEU DIT L ARTIGUE;81330;Satisfaisant;43.832133,2.4132;4859;71
9769;FERME DE BEAULIEU;BEAULIEU;44630;Satisfaisant;47.542408,-1.87887;4598;71
9770;FERME DE CHAMPEL;Ferme de Champel;8370;Très satisfaisant;49.568011,5.260615;3642;71
9771;FERME DE CHASTEL;ND;15240;Satisfaisant;45.316841,2.499248;3118;71
9772;FERME DE CLOUGERES;LE CLOU;1240;Très satisfaisant;46.049879,5.037382;3653;71
9773;FERME DE GOUTEGE;COUME DE FACH BOURDASSOU;9140;Satisfaisant;42.897383,1.190585;6119;71
9774;FERME DE KERBIGUET;3 CHE DE KERBIGUET;22500;Satisfaisant;48.767707,-3.09133;4390;71
9775;FERME DE KERDELLIOU;LIEU DIT KERDEILLOU;29510;Très satisfaisant;48.084669,-3.947072;870;71
9776;FERME DE LA BASSE JOURDANIE;La Basse Jourdanie;87230;Très satisfaisant;45.716726,1.007215;4385;71
9777;FERME DE LA BEROUETTE;les vallées;61100;Satisfaisant;48.7851,-0.580054;967;71
9778;FERME DE LA BESSE;FERME DE LA BESSE;7510;Satisfaisant;44.762392,4.166628;6378;98
9779;FERME DE LA BOURDINIERE;LA BOURDINIERE;61110;Très satisfaisant;48.480571,0.826455;4130;71
9780;FERME DE LA CAILLE;2993 ROUTE DE LA SERVAGERE;38470;Très satisfaisant;45.153074,5.462408;3584;71
9781;FERME DE LA CARRHEE;40 route de Gonneville;76280;Très satisfaisant;49.641675,0.245106;1662;71
9782;FERME DE LA CHALADE;FERME DE LA CHALADE;54290;Satisfaisant;48.473955,6.404106;1439;71
9783;FERME DE LA CHARMILLE;14 hameau  Campagne;62830;Très satisfaisant;50.628584,1.820968;1808;71
9784;FERME DE LA COMTE;7 CHEMIN DE LA COMTE;88160;Très satisfaisant;47.866661,6.753905;3183;71
9785;FERME DE LA CORRERIE;LIEU-DIT LA CORRERIE;73340;Très satisfaisant;45.611737,6.098195;46;71
9786;FERME DE LA FONTENEUILLE;LA FONTENEUILLE;36370;Satisfaisant;46.466949,1.23836;3356;71
9787;FERME DE LA FOSSE A L EAU;1159, rue de la Fosse à l'Eau;76750;Satisfaisant;49.600169,1.398259;737;71
